Disaron_lien_origine,Nom_Disaron,Titre Disaron,Paru le,Annee_1re publication,Publication-Tableau-Carte,Collection Libellé Agreste,Sous-Collection Libellé Agreste,Sous-collection (nom court),Thèmes_CORRIGÉS,Thème CORRIGÉ-1,Thème CORRIGÉ-2,NB-THEM,Pondération,Descripteurs
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai21056/detail/,IraLai21056,Lait. Nouvelle baisse de la collecte de lait de vache en 2021,2021_05,2021,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,669,LAIT
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex21057/detail/,IraCex21057,"Commerce extérieur agroalimentaire. En mars 2021, la hausse des importations pèse sur l’excédent malgré la très forte reprise des exportations de boissons alcooliques",2021_05,2021,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,610,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvii21050/detail/,IraAvii21050,"Aviculture. En mars 2021, les abattages de volailles chutent sur un an",2021_05,2021,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,571,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli21051/detail/,IraCli21051,Climatologie. Un mois d’avril froid et sec,2021_05,2021,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,531,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21063/detail/,IraAbo21063,"Bovins. En avril 2021, hausse des abattages de bovins sur un an, à l’exception des abattages de vaches laitières",2021_05,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,517,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21065/detail/,IraAbo21065,"Ovins. En avril 2021, la fête de Pâques passée, les abattages d’agneaux sont en repli sur un an, dans un contexte de cours toujours élevés",2021_05,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,493,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21064/detail/,IraAbo21064,"Porcins. En avril 2021, les cours du porc continuent de progresser, dépassant les niveaux moyens sur cinq ans",2021_05,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,489,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr21058/detail/,IraCpr21058,"Coûts de production. En mars 2021, le prix des intrants continue d’augmenter",2021_05,2021,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,480,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri21066/detail/,IraPri21066,"Prix agricoles et alimentaires. En avril 2021, poursuite de la hausse des prix à la production des produits agricoles",2021_05,2021,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,294,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg21060/detail/,IraLeg21060,Chou-fleur. La campagne  2020-2021 du chou-fleur s'achève sur des prix soutenus et une offre déficitaire,2021_05,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,279,CHOU-FLEUR
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21062/detail/,IraFru21062,"Stocks Pommes-Poires. Fin avril 2021, les stocks de pommes baissent de près d’un tiers sur un an",2021_05,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,157,STOCK| POMME| POIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra21067/detail/,IraPra21067,Prairies. Une pousse d’herbe contrastée en mai 2021,2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,1571,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli21069/detail/,IraCli21069,Climatologie. Un mois de mai froid et humide,2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,1470,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg21082/detail/,IraLeg21082,"Endive. Dans un contexte de stabilité de la production d’endives en 2020-2021, les cours des endives se maintiennent légèrement au-dessus de la moyenne quinquennale depuis décembre 2020",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,971,ENDIVE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvii21068/detail/,IraAvii21068,"Aviculture. En avril 2021, les abattages de volailles chutent sur un an de nouveau",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,807,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21072/detail/,IraFru21072,"Pêche. En 2021, chute prévue de la production de pêches",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,798,PÊCHE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg21080/detail/,IraLeg21080,Concombre. Des récoltes de concombre attendues en hausse en 2021,2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,780,CONCOMBRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra21084/detail/,IraPra21084,Prairies. Une pousse normale au niveau national en juin 2021,2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,739,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr21076/detail/,IraCpr21076,"Coûts de production. En avril 2021, le prix des intrants continue d’augmenter",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,690,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21073/detail/,IraFru21073,"Cerise. En mai 2021, l’offre réduite de plus de moitié par le gel historique d’avril s’accompagne d’une nette hausse des cours",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,640,CERISE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex21075/detail/,IraCex21075,"Commerce extérieur agroalimentaire. En avril 2021, l’excédent agroalimentaire augmente avec la poursuite du redressement des exportations de boissons alcooliques",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,615,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21070/detail/,IraFru21070,"Abricot. En 2021, moins d’une demi-récolte prévue par rapport à la production moyenne",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,575,ABRICOT
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg21083/detail/,IraLeg21083,"Tomate. Malgré une faible production attendue en 2021, une commercialisation difficile de la tomate au printemps",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,474,TOMATE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21077/detail/,IraAbo21077,"Bovins. En mai 2021, les cours des bovins finis en hausse sur un an",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,403,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai21074/detail/,IraLai21074,Lait. Reprise timide de la collecte de lait de vache en avril 2021,2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,320,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri21085/detail/,IraPri21085,"Prix agricoles et alimentaires. En mai 2021, les prix à la production des produits agricoles sont au plus haut depuis le début de l’année",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,313,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg21081/detail/,IraLeg21081,"Courgette. Baisse de la production en 2021, affectée par les aléas météo",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,274,COURGETTE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21078/detail/,IraAbo21078,"Porcins. En mai 2021, le cours du porc est particulièrement soutenu",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,259,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21079/detail/,IraAbo21079,"Ovins. En mai 2021, les cours des agneaux restent élevés",2021_06,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,234,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu21090/detail/,IraGcu21090,Grandes cultures. Rebond de la moisson 2021 de céréales à paille et de protéagineux,2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,4017,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr21094/detail/,IraCpr21094,"Coûts de production. En mai 2021, le prix des intrants continue d’augmenter",2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,1800,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21096/detail/,IraFru21096,"Pomme. En 2021, une production de pommes prévue inférieure à la moyenne 2016-2020",2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,941,POMME
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21095/detail/,IraFru21095,"Poire. En 2021, une demi-récolte de poires prévue",2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,685,POIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra21099/detail/,IraPra21099,Prairies. Une pousse excédentaire au niveau national en juillet 2021,2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,606,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21091/detail/,IraFru21091,"Cerise. En juin 2021, l’offre réduite de moitié par le gel historique d’avril s’accompagne d’une nette hausse des cours",2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,517,CERISE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21088/detail/,IraFru21088,"Abricot. Au 1er juillet 2021, la forte baisse de la production d’abricots s’accompagne d’une hausse des cours sur un an",2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,474,ABRICOT
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex21093/detail/,IraCex21093,"Commerce extérieur agroalimentaire. En mai 2021, la hausse de l’excédent agroalimentaire français se poursuit",2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,402,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg21098/detail/,IraLeg21098,Melon. Un début de campagne 2021 du melon affecté par une météo défavorable,2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,388,MELON
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg21097/detail/,IraLeg21097,Fraise. Chute des prix de la fraise en juin 2021,2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,334,FRAISE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi21086/detail/,IraAvi21086,"Aviculture. En mai 2021, les abattages de volailles restent en retrait",2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,303,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai21092/detail/,IraLai21092,Lait. Hausse sur un an de la collecte de lait de vache en mai 2021,2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,278,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli21087/detail/,IraCli21087,Climatologie. Un mois de juin chaud et humide,2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,271,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21089/detail/,IraFru21089,"Pêche. Au 1er juillet 2021, le recul de plus d’un tiers de la production favorise la hausse des cours de la pêche",2021_07,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,135,PÊCHE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu21101/detail/,IraGcu21101,Grandes cultures.  Des productions de céréales d’hiver en forte progression,2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,3622,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraVit21103/detail/,IraVit21103,"Viticulture. Une production viticole 2021 estimée, au 1er août, entre 32,6 et 35,6 millions d’hectolitres",2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Viticulture,Viticulture,VITI,VITI,,1,3072,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21105/detail/,IraFru21105,"Pomme. En 2021, une production française de pommes prévue inférieure à la moyenne 2016-2020",2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,1282,POMME
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21109/detail/,IraAbo21109,"Bovins. En juillet 2021, des abattages de bovins en repli sur un an",2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,1263,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21102/detail/,IraFru21102,"Abricot. Au 1er août 2021, le chiffre d’affaire national reculerait d’un tiers sous l’effet d’une production réduite de moitié",2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,1063,ABRICOT
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex21106/detail/,IraCex21106,"Commerce extérieur agroalimentaire. En juin 2021, nouvelle hausse de l’excédent agroalimentaire français sur un an",2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,679,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21104/detail/,IraFru21104,"Pêche. Au 1er août 2021, le fort recul de la production favorise la hausse des cours de la pêche",2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,634,PÊCHE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri21112/detail/,IraPri21112,"Prix agricoles et alimentaires. En juillet 2021, les prix à la production des produits agricoles  augmentent de 8,2 % sur un an",2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,396,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra21108/detail/,IraPra21108,"Prairies. Au 20 août, la météo reste favorable à la pousse des prairies",2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,326,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli21107/detail/,IraCli21107,Climatologie. Un mois de juillet pluvieux,2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,289,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21100/detail/,IraFru21100,"Stocks Pommes-Poires. Fin juin 2021, alors que la campagne s’achève, les stocks de pommes baissent de plus d’un tiers sur un an",2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,224,STOCK| POMME| POIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21111/detail/,IraAbo21111,"Ovins. En juillet 2021, des abattages d’ovins en hausse sur un an",2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,184,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21110/detail/,IraAbo21110,"Porcins. En juillet, les cours du porc se replient",2021_08,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,154,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu210119/detail/,IraGcu210119,Grandes cultures. Hausse de 15 % de la production de céréales,2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,4261,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraVit21114/detail/,IraVit21114,"Viticulture. Une production viticole 2021 estimée, au 1er septembre, à 33,3 millions d’hectolitres",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Viticulture,Viticulture,VITI,VITI,,1,2772,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21118/detail/,IraFru21118,"Pomme. En 2021, une production française de pommes prévue inférieure à la moyenne 2016-2020",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,1615,POMME
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr21122/detail/,IraCpr21122,"Coûts de production. En juillet 2021, le prix des intrants continue d’augmenter",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,1067,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg21125/detail/,IraLeg21125,Tomate. Une hausse des cours sur la période estivale,2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,1043,TOMATE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra21126/detail/,IraPra21126,"Prairies. Au 20 septembre, la pousse des prairies demeure excédentaire",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,963,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg21123/detail/,IraLeg21123,Fraise. Remontée des prix de la fraise en juillet,2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,678,FRAISE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri21130/detail/,IraPri21130,"Prix agricoles et alimentaires. En août 2021, les prix à la production des produits agricoles augmentent de 10,4 % sur un an",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,624,PRIX
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21127/detail/,IraAbo21127,"Bovins. En août 2021, des cours de bovins finis toujours dynamiques",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,612,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex21121/detail/,IraCex21121,"Commerce extérieur agroalimentaire. En juillet 2021, hausse modérée de l’excédent agroalimentaire français",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,542,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai21120/detail/,IraLai21120,Lait. Recul sur un an de la collecte de lait de vache en juillet 2021,2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,533,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21116/detail/,IraFru21116,"Pêche. Au 1er septembre 2021, le recul de la production favorise la hausse des cours de la pêche",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,481,PÊCHE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21117/detail/,IraFru21117,"Poire. En 2021, moins d’une demi-récolte de poires prévue",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,393,POIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi21113/detail/,IraAvi21113,"Aviculture. En juillet 2021, les abattages de poulets et de canards à rôtir sont en hausse sur un an",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,273,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli21115/detail/,IraCli21115,Climatologie. Un mois d’août sec et plutôt frais,2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,252,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg21124/detail/,IraLeg21124,Concombre. Chute des prix du concombre en août,2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,252,CONCOMBRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21128/detail/,IraAbo21128,"Porcins. En août 2021, les cours du porc baissent de façon moins marquée que dans les autres pays européens",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,250,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21129/detail/,IraAbo21129,"Ovins. En août 2021, des cours d’agneaux toujours soutenus",2021_09,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,240,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu21136/detail/,IraGcu21136,Grandes cultures. Céréales et oléagineux : de très bons rendements en 2021,2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,2731,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraVit21131/detail/,IraVit21131,Viticulture. Une production viticole 2021 en baisse de 27 % sur un an,2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Viticulture,Viticulture,VITI,VITI,,1,2394,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21145/detail/,IraAbo21145,"Porcins. En septembre 2021, la baisse des cours du porc reste contenue",2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,1414,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr21139/detail/,IraCpr21139,"Coût de production. En août 2021, le prix des intrants augmente de 10,2 % sur un an",2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,938,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex21138/detail/,IraCex21138,"Commerce extérieur agroalimentaire. En août 2021, la hausse des exportations entraîne celle de l’excédent agroalimentaire français",2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,569,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/Iraleg21142/detail/,Iraleg21142,"Poireau. Dans le contexte de récoltes 2021 estimées stables, une commercialisation difficile en début de campagne",2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,545,POIREAU
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra21143/detail/,IraPra21143,"Prairies. Une production d’herbe en hausse, favorisée par une météo favorable",2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,507,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/Iraleg21141/detail/,Iraleg21141,"Endive. En 2021-2022, une production d’endives en légère hausse sur un an, malgré une moindre disponibilité en racines",2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,481,ENDIVE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/Iraleg21140/detail/,Iraleg21140,Carotte. Une hausse de la production 2021 liée à celle des surfaces,2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,456,CAROTTE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21144/detail/,IraAbo21144,"Bovins. En septembre 2021, les cours de bovins finis continuent de progresser",2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,432,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21135/detail/,IraFru21135,"Pomme. En 2021, le recul de la production de pommes s’accompagne d’une hausse des prix",2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,364,POMME
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru21134/detail/,IraFru21134,"Poire. En 2021, l’offre de poires réduite de moitié par le gel s’accompagne d’une nette hausse des cours",2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,308,POIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai21137/detail/,IraLai21137,Lait. Reprise de la collecte de lait de vache en août 2021,2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,295,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli21133/detail/,IraCli21133,Climatologie. Un mois de septembre chaud et sec.,2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,288,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi21132/detail/,IraAvi21132,"Aviculture. En août 2021, les abattages de canards gras et à rôtir se redressent",2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VITI,VITI,,1,274,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo21146/detail/,IraAbo21146,"Ovins. En septembre 2021, des cours d’agneaux toujours soutenus",2021_10,2021,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,232,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu21149/detail/,IraGcu21149,Grandes cultures. Cultures d’automne : des rendements 2021 en forte hausse,2021_11,2021,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,3572,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr21155/detail/,IraCpr21155,"Coûts de production. En septembre 2021, augmentation de 12,6 % du prix des intrants sur un an",2021_11,2021,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,1220,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraVit21150/detail/,IraVit21150,Viticulture. Chute de 23 % de la production viticole en 2021,2021_11,2021,p,Conjoncture – Infos Rapides,Infos Rap - Viticulture,Viticulture,VITI,VITI,,1,1067,
