Disaron_lien_origine,Nom_Disaron,Titre Disaron,Paru le,Annee_1re publication,Publication-Tableau-Carte,Collection Libellé Agreste,Sous-Collection Libellé Agreste,Sous-collection (nom court),Thèmes_CORRIGÉS,Thème CORRIGÉ-1,Thème CORRIGÉ-2,NB-THEM,Pondération,Descripteurs
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri093/detail/,IraPri093,"Prix agricoles alimentaires. En mai 2019, hausse des prix des produits agricoles à la production sur un an",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,73,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19087/detail/,IraLeg19087,Courgette. Production 2019 de courgettes annoncée en hausse sur un an et des cours supérieurs à la moyenne 2014-2018 en début de campagne,2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,36,COURGETTE| PRODUCTION VÉGÉTALE| RÉCOLTE| PRIX| COMMERCE EXTÉRIEUR| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai085/detail/,IraLai085,Lait. Baisse de la collecte de lait de vache en avril 2019,2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,34,LAIT DE VACHE| CONJONCTURE| LAIT DE CHÈVRE| PRATIQUE D'ÉLEVAGE| COLLECTE LAITIÈRE| LAIT DE BREBIS
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo090/detail/,IraAbo090,"Bovins. En mai 2019, nouvelle hausse des abattages de veaux de boucheries",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,33,BOVIN| ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo091/detail/,IraAbo091,"Porcins : En avril 2019, dynamisme des exportations de viande porcine",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,31,ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| PORCIN| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19086/detail/,IraLeg19086,Concombre. Une production 2019 de concombres attendue en hausse sur un an et des prix proches de la moyenne quinquennale en début de campagne,2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,30,PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| CONCOMBRE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo076/detail/,IraAbo076,"Ovins. En avril 2019, des cours de l’agneau soutenus",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,29,ABATTAGE D'ANIMAUX| OVIN| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi078/detail/,IraAvi078,"Aviculture. Au 1er trimestre 2019, la production de volailles de chair se replie tandis que la consommation progresse",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,29,ABATTAGE D'ANIMAUX| PRIX| OEUF| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli077/detail/,IraCli077,Climatologie. Un mois de mai frais et sec,2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,27,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19088/detail/,IraLeg19088,Endive. Une fin de campagne 2018-2019 marquée par la fermeté des prix,2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,27,ENDIVE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo092/detail/,IraAbo092,"Ovins : En mai 2019, repli des abattages d’agneaux sur un an",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,26,ABATTAGE D'ANIMAUX| OVIN| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr084/detail/,IraCpr084,"Coûts de production. En avril, le prix d’achat des intrants croît par rapport au mois précédent et sur un an",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,26,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19082/detail/,IraFru19082,"Cerise. Au 1er juin 2018, la production de cerises se redresserait sur un an mais resterait en-dessous de la moyenne sur 5 ans",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,25,PRIX| CONJONCTURE| CERISE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex083/detail/,IraCex083,"Commerce extérieur. En avril 2019, la forte hausse des exportations de céréales et de vins tire l’excédent agroalimentaire français vers le haut",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,24,PRODUIT AGROALIMENTAIRE| CONJONCTURE| EXPORTATION| IMPORTATION
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19080/detail/,IraFru19080,"Abricot. Plus tardive que prévue, la récolte d’abricots devrait retrouver son niveau de 2017",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,23,ABRICOT| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo075/detail/,IraAbo075,"Porcins : En avril 2019, forte hausse des cours sur le marché du porc",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,22,ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| PORCIN| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19081/detail/,IraFru19081,"Pêche. En 2019, rebond sur un an de la production de pêches en France et dans l’UE",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,22,PÉPINIÈRE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo074/detail/,IraAbo074,"Bovins. En avril 2019, nouvelle baisse des abattages de bovins",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,21,BOVIN| ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu097/detail/,IraGcu097,Grandes Cultures. Une moisson 2019 estimée en progression pour le blé tendre et pour les orges et en fort recul pour le blé dur et le colza,2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,314,PRIX| CONJONCTURE| RÉCOLTE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19105/detail/,IraFru19105,"Pomme. En 2019, une production de pommes prévue en hausse sur un an",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,123,PRIX| CONJONCTURE| POMME| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19111/detail/,IraLeg19111,"Fraise. Une fin de campagne 2019 marquée par le redressement des prix, sous l’effet d’une météo favorable à la consommation",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,69,FRAISE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19110/detail/,IraLeg19110,Melon : Une production 2019 de melons anticipée en recul sur un an et des prix fermes en juin,2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,57,MELON| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraVit106/detail/,IraVit106,"Viticulture. Une production viticole 2019 estimée, au 12 juillet, entre 42,8 et 46,4 millions d’hectolitres",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Viticulture,Viticulture,VITI,VITI,,1,56,VIN| CONJONCTURE| RÉCOLTE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra094/detail/,IraPra094,"Prairies. En juin, la pousse d’herbe reste contrastée",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,43,CONJONCTURE| FOURRAGE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra113/detail/,IraPra113,Prairies. Une pousse d’herbe déficitaire au niveau national en juillet,2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,36,CONJONCTURE| FOURRAGE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai103/detail/,IraLai103,Lait. Nouvelle baisse de la collecte de lait en mai 2019,2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,35,LAIT DE VACHE| CONJONCTURE| LAIT DE CHÈVRE| PRATIQUE D'ÉLEVAGE| COLLECTE LAITIÈRE| LAIT DE BREBIS
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19104/detail/,IraFru19104,"Poire. En 2019, la production de poires est prévue en légère baisse",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,33,PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| POIRE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex102/detail/,IraCex102,"Commerce extérieur. En mai 2019, les exportations de vins et spiritueux tirent l’excédent agroalimentaire français vers le haut",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,32,PRODUIT AGROALIMENTAIRE| CONJONCTURE| EXPORTATION| IMPORTATION
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru112/detail/,IraFru112,"Stocks de pommes et de poires. Fin juin 2019, les stocks de pommes se situent en dessous de la moyenne 2014-2018",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,30,PRIX| STOCK| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19100/detail/,IraFru19100,"Pêche. Au 1er juillet 2019, production de pêches revue à la baisse et prix soutenus",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,30,PÉPINIÈRE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19101/detail/,IraFru19101,"Cerise. Au 1er juillet 2019, une production de cerises en-dessous de la moyenne sur 5 ans et des prix soutenus",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,30,PRIX| CONJONCTURE| CERISE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19108/detail/,IraLeg19108,"Laitue. Laitue d’été 2019 : une production estimée en hausse sur un an, un marché atone en début de campagne",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,30,LAITUE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg109/detail/,IraLeg109,"Tomate. Après un début de campagne difficile, un redressement très net du marché de la tomate en juin",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,29,PRIX| CONJONCTURE| TOMATE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli096/detail/,IraCli096,Climatologie. Un mois de juin caniculaire,2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,28,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19098/detail/,IraFru19098,Abricot. Production d’abricots revue à la baisse et prix peu soutenus,2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,28,ABRICOT| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi095/detail/,IraAvi095,"Aviculture. A compter de mai 2019, légère reprise de la production des oeufs de consommation",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,23,ABATTAGE D'ANIMAUX| PRIX| OEUF| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr099/detail/,IraCpr099,"Coûts de production. En mai, le prix d’achat des intrants recule par rapport au mois précédent et croît sur un an",2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,20,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19107/detail/,IraLeg19107,Chicorée. Chicorée d’été : une production en repli sur un an et des prix légèrement supérieurs à la moyenne 2014-2018 en ce début de campagne,2019_07,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,17,CHICORÉE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu19114/detail/,IraGcu19114,"Grandes cultures. Une récolte de blé tendre revue en hausse à 38,2 Mt, une chute de la production de blé dur et de colza et des estimations fragiles pour les cultures d’été en raison des conditions climatiques",2019_08,2019,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,651,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraVit19120/detail/,IraVit19120,"Viticulture. Une production viticole 2019 estimée, au 19 août, à 43,4 millions d’hectolitres",2019_08,2019,p,Conjoncture – Infos Rapides,Infos Rap - Viticulture,Viticulture,VITI,VITI,,1,530,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo19125/detail/,IraAbo19125,"Ovins. En juillet 2019, net repli des cours de l’agneau",2019_08,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,67,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex19119/detail/,IraCex19119,"Commerce extérieur. En juin 2019, la baisse des exportations pèse sur l’excédent agroalimentaire français",2019_08,2019,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,54,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri19126/detail/,IraPri19126,"Prix agricoles et alimentaires. En juillet 2019, hausse des prix des produits agricoles à la production sur un an",2019_08,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,50,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra19122/detail/,IraPra19122,"Prairies. En août, le déficit de la production cumulée d’herbe s’accentue",2019_08,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,49,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli19115/detail/,IraCli19115,Climatologie. Sécheresse et records de chaleur en juillet,2019_08,2019,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,40,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19117/detail/,IraFru19117,"Pêche. Au 1er août 2019, production de pêches revue à la baisse et prix soutenus",2019_08,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,26,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo19124/detail/,IraAbo19124,Porcins. Les cours du porc toujours en hausse en juillet 2019,2019_08,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,25,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo19123/detail/,IraAbo19123,"Bovins. En juin 2019, baisse de la production de bovins finis",2019_08,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,22,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu19130/detail/,IraGcu19130,"Grandes cultures. Une récolte 2019 très abondante pour le blé tendre et les orges, un recul du blé dur et du colza et des incertitudes sur les cultures d’été",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,270,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19134/detail/,IraFru19134,"Pomme. Au 1er  septembre 2019, une production française de pommes estimée en hausse sur un an",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,68,POMME
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai19135/detail/,IraLai19135,Lait. Le recul de la collecte de lait se poursuit en juillet 2019,2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,55,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri19140/detail/,IraPri19140,"Prix agricoles et alimentaires. En août 2019, baisse des prix des produits agricoles à la production",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,53,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra19144/detail/,IraPra19144,"Prairies. En septembre, nouvelle dégradation de la production cumulée d’herbe",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,52,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19116/detail/,IraFru19116,Abricot. Production d’abricots revue en légère baisse et prix légèrement au-dessus de la moyenne 2014-2018,2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,48,ABRICOT
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli19128/detail/,IraCli19128,"Climatologie. En août, chaleur et pluviométrie contrastée",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,47,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19139/detail/,IraLeg19139,"Tomate. Des prix élevés de la tomate fraîche depuis juin, soutenus par une demande active, stimulée par la météo estivale et une offre limitée lors des épisodes de canicule.",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,47,TOMATE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo19142/detail/,IraAbo19142,"Porcins. En août 2019, la demande chinoise en viande porcine continue d’orienter les cours à la hausse",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,38,ABATTAGE D'ANIMAUX| CONJONCTURE| PRODUCTION ANIMALE| PORCIN| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19137/detail/,IraLeg19137,"Courgette. Campagne 2019 de la courgette - malgré le repli de la production durant l’été, le manque de dynamisme de la demande pèse sur les prix",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,38,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi19127/detail/,IraAvi19127,"Aviculture. Au 1er semestre 2019, repli des exportations de viandes de volailles",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,37,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/Ira19143/detail/,IraAbo19143,"Ovins. En août 2019, reprise des cours de l’agneau",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,35,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19129/detail/,IraFru19129,"Pêche. Au 1er septembre 2019, production de pêches en-dessous de la moyenne et chiffre d’affaires national en hausse sur un an",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,34,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19136/detail/,IraLeg19136,Concombre. Campagne 2019 - une production en hausse et des prix élevés portés par la demande estivale en juillet et août,2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,31,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo19141/detail/,IraAbo19141,"Bovins. En août 2019, hausse sur un an des abattages de vaches allaitantes",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,28,BOVIN| ABATTAGE D'ANIMAUX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19138/detail/,IraLeg19138,"Melon. Malgré un recul global de la production estivale de melons, des prix orientés à la baisse sous l’effet de pics de production concentrés dans le temps et d’une consommation morose en août",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,8,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex19132/detail/,IraCex19132,"Commerce extérieur. En juillet 2019, la hausse des exportations fait plus que contrebalancer l’augmentation des importations",2019_09,2019,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,3,
