Garder/Exclure,Nb de hits (à fin févr. 2026),disaron:nom_old,disaron:nom,dc:title,disaron:Complement_titre,disaron:chapeau,disaron:Auteur,disaron:categorie,disaron:collection,disaron:sous_collection,disaron:theme,disaron:annees_reference,disaron:descripteur,disaron:niveau_geographique,disaron:Date_premiere_publication,disaron:date_derniere_publication,ecm:versionLabel,disaron:Numerotation,url,nb de fichiers,noms des fichiers,urls des fichiers,disaron:date_modification,disaron:donnees,trouvé Estelle ?,lost,collection,themes,"themes_NEW-codes, avec les 4 catégo OLD à ôter (TOUTCULT, TOUTCHEP, AGROENV et GRAMEM)","theme_principal, via IA Mistral",PUBLICATIONS et CEP  Agreste2.0,Collection Agreste 2.0 fixed,Sous-Collection Agreste 2.0,Champ d'activité CEP,Fichiers manquants,Nb de pages,"themes_NEW-codes_revus-PB, sans les 4 anc catego fourre-tout"
Garder,335,IraCpr22160,IraCpr22160,"Coûts de production. En octobre 2022, le prix des intrants renoue avec la hausse sur un mois","Prix d'achat des intrants, alimentation animale et livraison d'engrais en octobre 2022","En octobre 2022, après 3 mois de quasi-stabilité, le prix d’achat des intrants renoue avec la hausse (+2,5 % sur un mois). Il est supérieur de 24,5 % au niveau d’octobre 2021 après +27,4 % en septembre. En octobre 2022, avec le même nombre de jours ouvrables qu’en octobre 2021, la production d’aliments composés pour animaux de ferme baisse fortement sur un an (-6,9 %), sous l’effet de la baisse des aliments pour volailles et porcins. En octobre 2022, selon des données provisoires, le cumul des livraisons d’engrais azotés pour la campagne 2022-2023 seraient en forte baisse sur un an (-30,3 %). Ceux des engrais phosphatés et des engrais potassiques diminueraient encore plus fortement (-52,0 et -56,6 %).","[{nom_auteur=Sauvaget, prenom_auteur=Thomas, Structure=SSP}, {nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INF,INFCOUT,PRIX,2022,,FRANCE,2022/12/15 10:00,2022/12/15 10:00,0.1,2022-160,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr22160/detail/,2,"[""2022_160inforapcoutsprod.pdf"", ""2022_160donneescoutsprod.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr22160/2022_160inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr22160/2022_160donneescoutsprod.xlsx""]",2022/12/15 10:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2022-12-14T09:52:45.294Z\""\,\""Fichier\"":\""2022_160inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2022-12-14T09:52:45.294Z\""\,\""Fichier\"":\""2022_160donneescoutsprod.xlsx\""}]",OK trouvé,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,7,COUTPRIX
Garder,498,IraCpr2304,IraCpr2304,"Coûts de production. En novembre 2022, le prix des intrants baisse sur un mois","Prix d'achat des intrants, alimentation animale et livraison d'engrais en novembre 2022","En novembre 2022, après une forte hausse en octobre (+2,5 % sur un mois), le prix d’achat des intrants baisse sur un mois (-0,9 %). Il est supérieur de 21,3 % au niveau de novembre 2021, après +24,6 % en octobre. En novembre 2022, avec le même nombre de jours ouvrables qu’en novembre 2021, la production d’aliments composés pour animaux de ferme baisse fortement sur un an (-5,8 %) et toutes les filières sont concernées. En novembre 2022, selon des données provisoires, le cumul des livraisons d’engrais azotés pour la campagne 2022-2023 serait en forte baisse sur un an (-25,8 %). Ceux des engrais phosphatés et des engrais potassiques diminueraient encore plus fortement (-52,2 et -57,3 %).","[{nom_auteur=Sauvaget, prenom_auteur=Thomas, Structure=SSP}, {nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INF,INFCOUT,PRIX,2022,,FRANCE,2023/01/17 10:00,2023/01/17 10:00,0.1,2023-4,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr2304/detail/,2,"[""2023_04inforapcoutsprod.pdf"", ""2023_04donneescoutsprod.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr2304/2023_04inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr2304/2023_04donneescoutsprod.xlsx""]",2023/01/17 10:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-01-16T14:40:20.149Z\""\,\""Fichier\"":\""2023_04inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-01-16T14:40:20.149Z\""\,\""Fichier\"":\""2023_04donneescoutsprod.xlsx\""}]",OK trouvé,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,7,COUTPRIX
Garder,471,IraCpr23106,IraCpr23106,"Coûts de production. Prix des intrants en juillet 2023 : -1,1 % sur un mois, -7,8 % sur un an","Prix d'achat des intrants, alimentation animale et livraison d'engrais en mai 2023","En juillet 2023, le prix d’achat des intrants pour l'activité agricole baisse sur un mois (-1,1 %), après -1,3 % en juin sur un mois. Il est inférieur de 7,8 % au niveau de juillet 2022, après 7,2 % en juin sur un an. Les prix des engrais et de l'énergie demeurent en forte baisse sur un an (-32,9 % et 12,8 %) mais restent élevés ; celui des aliments pour animaux est en baisse plus modérée (-5,0%). La nette baisse de prix des intrants sur un an concerne toutes les exploitations agricoles, quelles que soient les orientations de production.","[{nom_auteur=Sauvaget, prenom_auteur=Thomas, Structure=SSP}]",NATIONAL,INF,INFCOUT,PRIX,2023,,FRANCE,2023/09/11 10:00,2023/09/11 10:00,0.1,2023-106,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr23106/detail/,3,"[""2023_106inforapcoutsprod.pdf"", ""2023_106donneescoutsprod-Graph.xlsx"", ""2023_106donneescoutsprod.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23106/2023_106inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23106/2023_106donneescoutsprod-Graph.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23106/2023_106donneescoutsprod.xlsx""]",2023/09/11 10:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-09-08T13:46:22.619Z\""\,\""Fichier\"":\""2023_106inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-09-08T13:46:22.619Z\""\,\""Fichier\"":\""2023_106donneescoutsprod-Graph.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-09-08T13:46:22.619Z\""\,\""Fichier\"":\""2023_106donneescoutsprod.xlsx\""}]",OK trouvé,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,3,COUTPRIX
Garder,535,IraCpr23128,IraCpr23128,"Coûts de production. Prix des intrants en août 2023 : + 1,2% sur un mois, - 6,7 % sur un an",Prix d'achat des intrants en août 2023,"En août 2023, le prix d’achat des intrants pour l’activité agricole repart à la hausse sur un mois (+ 1,2 %), après une baisse continue depuis février. Il reste cependant inférieur de 6,7 % au niveau d‘août 2023, après - 7,8 % en juillet sur un an. Le prix des engrais demeure en forte baisse sur un an (- 34,4 %) mais reste élevé ; celui de l’énergie connaît une très forte hausse sur un mois (+ 10,3 %), et augmente sur un an (+ 0,7 %) ; celui des aliments pour animaux est en baisse sur un an (- 6,4 %). La nette baisse du prix des intrants sur un an concerne toutes les exploitations agricoles, quelles que soient les orientations de production.","[{nom_auteur=Sauvaget, prenom_auteur=Thomas, Structure=SSP}]",NATIONAL,INF,INFCOUT,PRIX,2023,,FRANCE,2023/10/13 10:00,2023/10/13 10:00,0.1,2023-128,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr23128/detail/,3,"[""2023_128inforapcoutsprod.pdf"", ""2023_128donneescoutsprod.xlsx"", ""2023_128donneescoutsprod-Graph.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23128/2023_128inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23128/2023_128donneescoutsprod.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23128/2023_128donneescoutsprod-Graph.xlsx""]",2023/10/13 10:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-10-12T13:03:10.793Z\""\,\""Fichier\"":\""2023_128inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-10-12T13:03:10.793Z\""\,\""Fichier\"":\""2023_128donneescoutsprod.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-10-12T13:03:10.793Z\""\,\""Fichier\"":\""2023_128donneescoutsprod-Graph.xlsx\""}]",OK trouvé,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,3,COUTPRIX
Garder,402,IraCpr23137,IraCpr23137,"Coûts de production. Prix des intrants en septembre 2023 : + 0,1% sur un mois, - 6,9 % sur un an",Prix d'achat des intrants en août 2023,"En septembre 2023, le prix d’achat des intrants pour l’activité agricole demeure à la hausse sur un mois (+ 0,1 %), après une baisse continue de février à juillet. Il reste cependant inférieur de 6,9 % au niveau de septembre 2022, après – 6,5 % en août sur un an. Le prix des engrais demeure en forte baisse sur un an (- 37,5 %) mais reste élevé ; celui de l’énergie connaît une nette hausse sur un mois (+ 4,7 %), et augmente fortement sur un an (+ 11,5 %) ; celui des aliments pour animaux est en baisse sur un an (- 7,8 %). La nette baisse du prix des intrants sur un an concerne toutes les exploitations agricoles, quelles que soient les orientations de production.","[{nom_auteur=Sauvaget, prenom_auteur=Thomas , Structure=SSP - Bureau des synthèses statistiques et conjoncturelles}]",NATIONAL,INF,INFCOUT,PRIX,2023,,FRANCE,2023/11/09 10:00,2023/11/09 10:00,0.1,2023-137,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr23137/detail/,3,"[""2023_137inforapcoutsprod.pdf"", ""2023_137donneescoutsprod.xlsx"", ""2023_137donneescoutsprod-Graph.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23137/2023_137inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23137/2023_137donneescoutsprod.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23137/2023_137donneescoutsprod-Graph.xlsx""]",2023/11/09 10:00,"[{\""Type_de_fichier\"":\""1_SOM\""\,\""Date_chargement\"":\""2023-11-08T12:35:30.478Z\""\,\""Fichier\"":\""2023_137inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-11-08T12:35:30.478Z\""\,\""Fichier\"":\""2023_137donneescoutsprod.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-11-08T12:35:30.478Z\""\,\""Fichier\"":\""2023_137donneescoutsprod-Graph.xlsx\""}]",OK trouvé,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,3,COUTPRIX
Garder,554,IraCpr23153,IraCpr23153,"Coûts de production. Prix des intrants en octobre 2023 : - 0,5% sur un mois, - 9,4 % sur un an",Prix d'achat des intrants en octobre 2023,"En octobre 2023, le prix d’achat des intrants pour l’activité agricole baisse légèrement sur un mois (- 0,5 %), après des hausses en août et septembre. Il reste inférieur de 9,4 % au niveau d’octobre 2022, après - 6,7 % en septembre sur un an. Le prix des engrais demeure en forte baisse sur un an (- 37,8 %) mais reste élevé ; celui de l’énergie connaît une baisse sur un mois (- 2,3 %), et sur un an également (- 4,6 %) ; celui des aliments pour animaux est en forte baisse sur un an (- 9,2 %). La nette baisse du prix des intrants en octobre sur un an concerne toutes les exploitations agricoles, quelles que soient les orientations de production.","[{nom_auteur=Sauvaget, prenom_auteur=Thomas , Structure=SSP - Bureau des synthèses statistiques et conjoncturelles}]",NATIONAL,INF,INFCOUT,PRIX,2023,,FRANCE,2023/12/08 10:00,2023/12/08 10:00,0.1,2023-153,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr23153/detail/,3,"[""2023_153inforapcoutsprod.pdf"", ""2023_153donneescoutsprod-Graph.xlsx"", ""2023_153donneescoutsprod.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23153/2023_153inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23153/2023_153donneescoutsprod-Graph.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr23153/2023_153donneescoutsprod.xlsx""]",2023/12/08 10:00,"[{\""Type_de_fichier\"":\""1_SOM\""\,\""Date_chargement\"":\""2023-12-06T10:25:11.662Z\""\,\""Fichier\"":\""2023_153inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-12-06T10:25:11.662Z\""\,\""Fichier\"":\""2023_153donneescoutsprod-Graph.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-12-06T10:25:11.662Z\""\,\""Fichier\"":\""2023_153donneescoutsprod.xlsx\""}]",OK trouvé,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,3,COUTPRIX
Garder,608,IraCpr2317,IraCpr2317,"Coûts de production. En décembre 2022, le prix des intrants baisse à nouveau sur un  mois","Prix d'achat des intrants, alimentation animale et livraison d'engrais en décembre 2022","En décembre 2022, le prix d’achat des intrants baisse de nouveau sur un mois (-1,5 %) après une baisse en  novembre (-0,8 %). Il reste cependant supérieur de 18,1 % au niveau de décembre 2021, après +21,3 % en  novembre.  En décembre 2022, avec un jour ouvrable de plus qu’en décembre 2021, la production d’aliments composés  pour animaux de ferme baisse fortement sur un an (-10,1 %). Toutes les catégories d’aliments sont  concernées. En décembre 2022, selon des données provisoires, le cumul des livraisons d’engrais azotés pour la  campagne 2022-2023 serait en forte baisse sur un an (-27,2 %). La diminution serait encore plus marquée pour  les engrais phosphatés et les engrais potassiques (-52,8 et -59,2 %).","[{nom_auteur=Sauvaget, prenom_auteur=Thomas, Structure=SSP}, {nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INF,INFCOUT,PRIX,2022,,FRANCE,2023/02/17 10:00,2023/02/17 10:00,0.1,2023-17,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr2317/detail/,2,"[""2023_17inforapcoutsprod.pdf"", ""2023_17donneescoutsprod.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr2317/2023_17inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr2317/2023_17donneescoutsprod.xlsx""]",2023/02/17 10:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-02-16T16:32:19.594Z\""\,\""Fichier\"":\""2023_17inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-02-16T16:32:19.594Z\""\,\""Fichier\"":\""2023_17donneescoutsprod.xlsx\""}]",OK trouvé,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,7,COUTPRIX
Garder,500,IraCpr2326,IraCpr2326,"Coûts de production. En janvier 2023, le prix des intrants est stable, à un niveau élevé","Prix d'achat des intrants, alimentation animale et livraison d'engrais en janvier 2023","En janvier 2023, le prix d’achat des intrants se stabilise sur un mois (+0,1 %) après une baisse en décembre (-1,5 %). Il reste cependant supérieur de 15,3 % au niveau de janvier 2022, après +18,2 % en décembre. En janvier 2023, avec un jour ouvrable de plus qu’en janvier 2022, la production d’aliments composés pour animaux de ferme baisse sur un an (-3,3 %). Seule la production d’aliments pour bovins augmente sur un an. En janvier 2023, selon des données provisoires, le cumul des livraisons d’engrais azotés pour la campagne 2022-2023 serait en forte baisse sur un an (-31,0 %). La diminution serait encore plus marquée pour les engrais phosphatés et les engrais potassiques (-50,9 et -55,6 %).","[{nom_auteur=Sauvaget, prenom_auteur=Thomas, Structure=SSP}, {nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INF,INFCOUT,PRIX,2022,,FRANCE,2023/03/20 10:00,2023/03/20 10:00,0.1,2023-26,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr2326/detail/,2,"[""2023_26inforapcoutsprod.pdf"", ""2023_26donneescoutsprod.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr2326/2023_26inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr2326/2023_26donneescoutsprod.xlsx""]",2023/03/20 10:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-03-17T10:06:31.900Z\""\,\""Fichier\"":\""2023_26inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-03-17T10:06:31.900Z\""\,\""Fichier\"":\""2023_26donneescoutsprod.xlsx\""}]",OK trouvé,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,7,COUTPRIX
Garder,343,IraCpr2338,IraCpr2338,"Coûts de production. En février 2023, le prix des intrants baisse à nouveau","Prix d'achat des intrants, alimentation animale et livraison d'engrais en février 2023","En février 2023, le prix d’achat des intrants baisse sur un mois (-1,5 %), sous l’effet de la baisse du prix des engrais (-6,0 % sur un mois) et de l’énergie (-3,4 %). Le prix de l’ensemble des intrants reste cependant élevé, toujours supérieur au niveau d’avant la guerre en Ukraine (+11,5 % par rapport à février 2022). En février 2023, avec le même nombre de jours ouvrables qu’en février 2022, la production d’aliments composés pour animaux de ferme baisse fortement sur un an (-7,0 %), dans un contexte où le prix des aliments pour animaux reste élevé. Seule la production d’aliments pour bovins augmente sur un an. En février 2023, selon des données provisoires, le cumul des livraisons d’engrais azotés pour la campagne 2022-2023 serait en forte baisse sur un an (-29,1 %). La diminution serait encore plus marquée pour les engrais phosphatés et les engrais potassiques (-45,0 et -51,9 %).","[{nom_auteur=Sauvaget, prenom_auteur=Thomas, Structure=SSP}, {nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INF,INFCOUT,PRIX,2022,,FRANCE,2023/04/21 10:00,2023/04/21 10:00,0.1,2023-38,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr2338/detail/,,,,2023/04/21 10:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-04-19T12:34:02.464Z\""\,\""Fichier\"":\""2023_38inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-04-19T12:34:02.464Z\""\,\""Fichier\"":\""2023_38donneescoutsprod.xlsx\""}]",COMPLEMENT-Irap,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,7,COUTPRIX
Garder,299,IraCpr2352,IraCpr2352,"Coûts de production. En mars 2023, nouvelle baisse du prix des intrants, des livraisons d’engrais et de la production d’aliments pour animaux","Prix d'achat des intrants, alimentation animale et livraison d'engrais en mars 2023","En mars 2023, le prix d’achat des intrants baisse sur un mois (-1,1 %), sous l’effet de la baisse du prix des engrais (-6,1 % sur un mois). Le prix de l’ensemble des intrants reste cependant élevé, légèrement supérieur au niveau du début de la guerre en Ukraine (+2,1 % par rapport à mars 2022). En mars 2023, avec le même nombre de jours ouvrables qu’en mars 2022, la production d’aliments composés pour animaux de ferme baisse fortement sur un an (-5,9 %), dans un contexte où le prix des aliments pour animaux reste élevé. En mars 2023, selon des données provisoires, le cumul des livraisons d’engrais azotés pour la campagne 2022-2023 serait en très forte baisse sur un an (-31,1 %). La diminution serait encore plus marquée pour les engrais phosphatés et les engrais potassiques (-46,0 et -50,7 %).","[{nom_auteur=Sauvaget, prenom_auteur=Thomas, Structure=SSP}, {nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INF,INFCOUT,PRIX,2022,,FRANCE,2023/05/23 10:00,2023/05/23 10:00,0.1,2023-52,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr2352/detail/,,,,2023/05/23 10:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-05-19T15:07:47.337Z\""\,\""Fichier\"":\""2023_52inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""1_SOM\""\,\""Date_chargement\"":\""2023-05-19T15:07:47.337Z\""\,\""Fichier\"":\""2023_52donneescoutsprod.xlsx\""}]",COMPLEMENT-Irap,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,7,COUTPRIX
Garder,519,IraCpr2369,IraCpr2369,"Coûts de production. En avril 2023, nouvelle baisse du prix des intrants, des livraisons d’engrais et de la production d’aliments pour animaux","Prix d'achat des intrants, alimentation animale et livraison d'engrais en avril 2023","En avril 2023, le prix d’achat des intrants baisse sur un mois (-2,2 %), sous l’effet de la baisse du prix des engrais (-7,0 % sur un mois) et de l’énergie (-4,1 %). Le prix de l’ensemble des intrants reste cependant élevé, supérieur de près de 25 % à la moyenne des prix d’avril 2018 à 2022, et légèrement inférieur au niveau du début de la guerre en Ukraine (-1,0 % par rapport à avril 2022). En avril 2023, avec un jour ouvrable de moins qu’en avril 2022, la production d’aliments composés pour animaux de ferme est en baisse sur un an (-2,8 %), dans un contexte où le prix des aliments pour animaux reste élevé. En avril 2023, selon des données provisoires, le cumul des livraisons d’engrais azotés pour la campagne 2022-2023 serait en très forte baisse sur un an (-32,1 %). La diminution serait encore plus marquée pour les engrais phosphatés et les engrais potassiques (-46,3 et -48,6 %).","[{nom_auteur=Sauvaget, prenom_auteur=Thomas, Structure=SSP}, {nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INF,INFCOUT,PRIX,2023,,FRANCE,2023/06/16 10:00,2023/06/16 10:00,0.1,2023-69,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr2369/detail/,2,"[""2023_69inforapcoutsprod.pdf"", ""2023_69donneescoutsprod.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr2369/2023_69inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr2369/2023_69donneescoutsprod.xlsx""]",2023/06/16 10:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-06-15T14:36:11.381Z\""\,\""Fichier\"":\""2023_69inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-06-15T14:36:11.381Z\""\,\""Fichier\"":\""2023_69donneescoutsprod.xlsx\""}]",OK trouvé,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,7,COUTPRIX
Garder,573,IraCpr2388,IraCpr2388,"Coûts de production. En mai 2023, nouvelle baisse du prix des intrants et des livraisons d’engrais ; hausse de la production d’aliments pour animaux","Prix d'achat des intrants, alimentation animale et livraison d'engrais en mai 2023","En mai 2023, le prix d’achat des intrants baisse sur un mois (-1,8 %), sous l’effet de la baisse du prix des engrais (-3,2 % sur un mois) et de l’énergie (-5,4 %). Le prix de l’ensemble des intrants reste cependant élevé, supérieur d’environ 35 % à la moyenne 2018-2022 des prix en mai, mais baisse sur un an malgré la poursuite de la guerre en Ukraine (-3,8 % par rapport à mai 2022). En mai 2023, avec cependant moins de jours ouvrables qu’en mai 2022, la production d’aliments composés pour animaux de ferme est pour la 1ère fois depuis 2020 en forte hausse sur un an (+6,3 %), dans un contexte où le prix des aliments pour animaux reste élevé. En mai 2023, selon des données provisoires, le cumul des livraisons d’engrais azotés pour la campagne 2022- 2023 serait en très forte baisse sur un an (-25,3 %). La diminution serait encore plus marquée pour les engrais phosphatés et les engrais potassiques (-42,8 % et -46,7 %).","[{nom_auteur=Sauvaget, prenom_auteur=Thomas, Structure=SSP}, {nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INF,INFCOUT,PRIX,2023,,FRANCE,2023/07/18 10:00,2023/07/18 10:00,0.1,2023-88,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr2388/detail/,2,"[""2023_88inforapcoutsprod.pdf"", ""2023_88donneescoutsprod.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr2388/2023_88inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr2388/2023_88donneescoutsprod.xlsx""]",2023/07/18 10:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-07-17T15:51:59.687Z\""\,\""Fichier\"":\""2023_88inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-07-17T15:51:59.687Z\""\,\""Fichier\"":\""2023_88donneescoutsprod.xlsx\""}]",OK trouvé,0,Infos rapides,"Prix, coûts de production",COUTPRIX,"Prix, coûts de production",Conjoncture,Infos rapides,Infos rapides - Coûts de production,,,7,COUTPRIX
